# Data taken on 2022-08-08_100328
# RF Power Mappings, 20 dBm Attenuation (already taken into account)
# Set Freq/MHz	Meas Freq/MHz	RF Input/dBm	AM Volt/V	RF Output/dBm
103.0	102.950743	-2.0	3.0	31.939999999999998
103.0	102.950743	-2.0	2.75	31.65
103.0	102.950743	-2.0	2.5	31.22
103.0	102.950743	-2.0	2.25	30.66
103.0	102.950743	-2.0	2.0	29.92
103.0	102.950743	-2.0	1.75	29.03
103.0	102.950743	-2.0	1.5	27.94
103.0	102.950743	-2.0	1.25	26.62
103.0	102.950743	-2.0	1.0	25.02
103.0	102.950743	-2.0	0.75	22.98
103.0	102.950743	-2.0	0.5	19.86
103.0	102.950743	-2.5	6.0	32.5
103.0	102.950743	-2.5	5.75	32.480000000000004
103.0	102.950743	-2.5	5.5	32.44
103.0	102.950743	-2.5	5.25	32.4
103.0	102.950743	-2.5	5.0	32.35
103.0	102.950743	-2.5	4.75	32.31
103.0	102.950743	-2.5	4.5	32.25
103.0	102.950743	-2.5	4.25	32.19
103.0	102.950743	-2.5	4.0	32.1
103.0	102.950743	-2.5	3.75	32.0
103.0	102.950743	-2.5	3.5	31.880000000000003
103.0	102.950743	-2.5	3.25	31.740000000000002
103.0	102.950743	-2.5	3.0	31.55
103.0	102.950743	-2.5	2.75	31.28
103.0	102.950743	-2.5	2.5	30.91
103.0	102.950743	-2.5	2.25	30.4
103.0	102.950743	-2.5	2.0	29.7
103.0	102.950743	-2.5	1.75	28.84
103.0	102.950743	-2.5	1.5	27.75
103.0	102.950743	-2.5	1.25	26.44
103.0	102.950743	-2.5	1.0	24.84
103.0	102.950743	-2.5	0.75	22.759999999999998
103.0	102.950743	-2.5	0.5	19.68
103.0	102.950743	-3.0	6.0	32.04
103.0	102.950743	-3.0	5.75	32.0
103.0	102.950743	-3.0	5.5	31.96
103.0	102.950743	-3.0	5.25	31.92
103.0	102.950743	-3.0	5.0	31.89
103.0	102.950743	-3.0	4.75	31.83
103.0	102.950743	-3.0	4.5	31.78
103.0	102.950743	-3.0	4.25	31.73
103.0	102.950743	-3.0	4.0	31.64
103.0	102.950743	-3.0	3.75	31.55
103.0	102.950743	-3.0	3.5	31.439999999999998
103.0	102.950743	-3.0	3.25	31.3
103.0	102.950743	-3.0	3.0	31.130000000000003
103.0	102.950743	-3.0	2.75	30.89
103.0	102.950743	-3.0	2.5	30.57
103.0	102.950743	-3.0	2.25	30.1
103.0	102.950743	-3.0	2.0	29.48
103.0	102.950743	-3.0	1.75	28.67
103.0	102.950743	-3.0	1.5	27.57
103.0	102.950743	-3.0	1.25	26.28
103.0	102.950743	-3.0	1.0	24.64
103.0	102.950743	-3.0	0.75	22.56
103.0	102.950743	-3.0	0.5	19.52
103.0	102.950743	-3.5	6.0	31.58
103.0	102.950743	-3.5	5.75	31.53
103.0	102.950743	-3.5	5.5	31.5
103.0	102.950743	-3.5	5.25	31.46
103.0	102.950743	-3.5	5.0	31.42
103.0	102.950743	-3.5	4.75	31.369999999999997
103.0	102.950743	-3.5	4.5	31.32
103.0	102.950743	-3.5	4.25	31.27
103.0	102.950743	-3.5	4.0	31.18
103.0	102.950743	-3.5	3.75	31.1
103.0	102.950743	-3.5	3.5	30.990000000000002
103.0	102.950743	-3.5	3.25	30.869999999999997
103.0	102.950743	-3.5	3.0	30.7
103.0	102.950743	-3.5	2.75	30.5
103.0	102.950743	-3.5	2.5	30.21
103.0	102.950743	-3.5	2.25	29.8
103.0	102.950743	-3.5	2.0	29.22
103.0	102.950743	-3.5	1.75	28.439999999999998
103.0	102.950743	-3.5	1.5	27.4
103.0	102.950743	-3.5	1.25	26.1
103.0	102.950743	-3.5	1.0	24.46
103.0	102.950743	-3.5	0.75	22.36
103.0	102.950743	-3.5	0.5	19.34
103.0	102.950743	-4.0	6.0	31.1
103.0	102.950743	-4.0	5.75	31.08
103.0	102.950743	-4.0	5.5	31.03
103.0	102.950743	-4.0	5.25	31.0
103.0	102.950743	-4.0	5.0	30.96
103.0	102.950743	-4.0	4.75	30.91
103.0	102.950743	-4.0	4.5	30.86
103.0	102.950743	-4.0	4.25	30.8
103.0	102.950743	-4.0	4.0	30.73
103.0	102.950743	-4.0	3.75	30.64
103.0	102.950743	-4.0	3.5	30.54
103.0	102.950743	-4.0	3.25	30.42
103.0	102.950743	-4.0	3.0	30.259999999999998
103.0	102.950743	-4.0	2.75	30.07
103.0	102.950743	-4.0	2.5	29.810000000000002
103.0	102.950743	-4.0	2.25	29.45
103.0	102.950743	-4.0	2.0	28.92
103.0	102.950743	-4.0	1.75	28.189999999999998
103.0	102.950743	-4.0	1.5	27.19
103.0	102.950743	-4.0	1.25	25.91
103.0	102.950743	-4.0	1.0	24.27
103.0	102.950743	-4.0	0.75	22.13
103.0	102.950743	-4.0	0.5	19.03
103.0	102.950743	-4.5	6.0	30.64
103.0	102.950743	-4.5	5.75	30.6
103.0	102.950743	-4.5	5.5	30.560000000000002
103.0	102.950743	-4.5	5.25	30.52
103.0	102.950743	-4.5	5.0	30.48
103.0	102.950743	-4.5	4.75	30.439999999999998
103.0	102.950743	-4.5	4.5	30.380000000000003
103.0	102.950743	-4.5	4.25	30.32
103.0	102.950743	-4.5	4.0	30.259999999999998
103.0	102.950743	-4.5	3.75	30.17
103.0	102.950743	-4.5	3.5	30.08
103.0	102.950743	-4.5	3.25	29.96
103.0	102.950743	-4.5	3.0	29.82
103.0	102.950743	-4.5	2.75	29.64
103.0	102.950743	-4.5	2.5	29.4
103.0	102.950743	-4.5	2.25	29.07
103.0	102.950743	-4.5	2.0	28.6
103.0	102.950743	-4.5	1.75	27.93
103.0	102.950743	-4.5	1.5	26.98
103.0	102.950743	-4.5	1.25	25.71
103.0	102.950743	-4.5	1.0	24.08
103.0	102.950743	-4.5	0.75	21.91
103.0	102.950743	-4.5	0.5	18.86
103.0	102.950743	-5.0	6.0	30.130000000000003
103.0	102.950743	-5.0	5.75	30.1
103.0	102.950743	-5.0	5.5	30.07
103.0	102.950743	-5.0	5.25	30.05
103.0	102.950743	-5.0	5.0	29.990000000000002
103.0	102.950743	-5.0	4.75	29.939999999999998
103.0	102.950743	-5.0	4.5	29.89
103.0	102.950743	-5.0	4.25	29.84
103.0	102.950743	-5.0	4.0	29.759999999999998
103.0	102.950743	-5.0	3.75	29.7
103.0	102.950743	-5.0	3.5	29.6
103.0	102.950743	-5.0	3.25	29.490000000000002
103.0	102.950743	-5.0	3.0	29.36
103.0	102.950743	-5.0	2.75	29.2
103.0	102.950743	-5.0	2.5	28.96
103.0	102.950743	-5.0	2.25	28.67
103.0	102.950743	-5.0	2.0	28.23
103.0	102.950743	-5.0	1.75	27.61
103.0	102.950743	-5.0	1.5	26.759999999999998
103.0	102.950743	-5.0	1.25	25.5
103.0	102.950743	-5.0	1.0	23.89
103.0	102.950743	-5.0	0.75	21.71
103.0	102.950743	-5.0	0.5	18.56
103.0	102.950743	-5.5	6.0	29.65
103.0	102.950743	-5.5	5.75	29.630000000000003
103.0	102.950743	-5.5	5.5	29.6
103.0	102.950743	-5.5	5.25	29.57
103.0	102.950743	-5.5	5.0	29.52
103.0	102.950743	-5.5	4.75	29.46
103.0	102.950743	-5.5	4.5	29.41
103.0	102.950743	-5.5	4.25	29.380000000000003
103.0	102.950743	-5.5	4.0	29.29
103.0	102.950743	-5.5	3.75	29.21
103.0	102.950743	-5.5	3.5	29.119999999999997
103.0	102.950743	-5.5	3.25	29.009999999999998
103.0	102.950743	-5.5	3.0	28.89
103.0	102.950743	-5.5	2.75	28.72
103.0	102.950743	-5.5	2.5	28.52
103.0	102.950743	-5.5	2.25	28.240000000000002
103.0	102.950743	-5.5	2.0	27.84
103.0	102.950743	-5.5	1.75	27.28
103.0	102.950743	-5.5	1.5	26.47
103.0	102.950743	-5.5	1.25	25.29
103.0	102.950743	-5.5	1.0	23.68
103.0	102.950743	-5.5	0.75	21.5
103.0	102.950743	-5.5	0.5	18.34
103.0	102.950743	-6.0	6.0	29.14
103.0	102.950743	-6.0	5.75	29.130000000000003
103.0	102.950743	-6.0	5.5	29.08
103.0	102.950743	-6.0	5.25	29.060000000000002
103.0	102.950743	-6.0	5.0	29.02
103.0	102.950743	-6.0	4.75	28.98
103.0	102.950743	-6.0	4.5	28.91
103.0	102.950743	-6.0	4.25	28.86
103.0	102.950743	-6.0	4.0	28.810000000000002
103.0	102.950743	-6.0	3.75	28.73
103.0	102.950743	-6.0	3.5	28.64
103.0	102.950743	-6.0	3.25	28.53
103.0	102.950743	-6.0	3.0	28.41
103.0	102.950743	-6.0	2.75	28.25
103.0	102.950743	-6.0	2.5	28.05
103.0	102.950743	-6.0	2.25	27.79
103.0	102.950743	-6.0	2.0	27.42
103.0	102.950743	-6.0	1.75	26.92
103.0	102.950743	-6.0	1.5	26.16
103.0	102.950743	-6.0	1.25	25.04
103.0	102.950743	-6.0	1.0	23.48
103.0	102.950743	-6.0	0.75	21.27
103.0	102.950743	-6.0	0.5	18.06
103.0	102.950743	-6.5	6.0	28.66
103.0	102.950743	-6.5	5.75	28.64
103.0	102.950743	-6.5	5.5	28.619999999999997
103.0	102.950743	-6.5	5.25	28.57
103.0	102.950743	-6.5	5.0	28.52
103.0	102.950743	-6.5	4.75	28.48
103.0	102.950743	-6.5	4.5	28.43
103.0	102.950743	-6.5	4.25	28.380000000000003
103.0	102.950743	-6.5	4.0	28.34
103.0	102.950743	-6.5	3.75	28.25
103.0	102.950743	-6.5	3.5	28.18
103.0	102.950743	-6.5	3.25	28.060000000000002
103.0	102.950743	-6.5	3.0	27.93
103.0	102.950743	-6.5	2.75	27.79
103.0	102.950743	-6.5	2.5	27.61
103.0	102.950743	-6.5	2.25	27.35
103.0	102.950743	-6.5	2.0	27.02
103.0	102.950743	-6.5	1.75	26.58
103.0	102.950743	-6.5	1.5	25.84
103.0	102.950743	-6.5	1.25	24.78
103.0	102.950743	-6.5	1.0	23.240000000000002
103.0	102.950743	-6.5	0.75	21.05
103.0	102.950743	-6.5	0.5	17.84
103.0	102.950743	-7.0	6.0	28.16
103.0	102.950743	-7.0	5.75	28.119999999999997
103.0	102.950743	-7.0	5.5	28.1
103.0	102.950743	-7.0	5.25	28.060000000000002
103.0	102.950743	-7.0	5.0	28.02
103.0	102.950743	-7.0	4.75	27.97
103.0	102.950743	-7.0	4.5	27.95
103.0	102.950743	-7.0	4.25	27.88
103.0	102.950743	-7.0	4.0	27.81
103.0	102.950743	-7.0	3.75	27.740000000000002
103.0	102.950743	-7.0	3.5	27.66
103.0	102.950743	-7.0	3.25	27.56
103.0	102.950743	-7.0	3.0	27.44
103.0	102.950743	-7.0	2.75	27.3
103.0	102.950743	-7.0	2.5	27.12
103.0	102.950743	-7.0	2.25	26.89
103.0	102.950743	-7.0	2.0	26.58
103.0	102.950743	-7.0	1.75	26.14
103.0	102.950743	-7.0	1.5	25.48
103.0	102.950743	-7.0	1.25	24.46
103.0	102.950743	-7.0	1.0	23.02
103.0	102.950743	-7.0	0.75	20.82
103.0	102.950743	-7.0	0.5	17.61
103.0	102.950743	-7.5	6.0	27.67
103.0	102.950743	-7.5	5.75	27.65
103.0	102.950743	-7.5	5.5	27.61
103.0	102.950743	-7.5	5.25	27.58
103.0	102.950743	-7.5	5.0	27.54
103.0	102.950743	-7.5	4.75	27.490000000000002
103.0	102.950743	-7.5	4.5	27.44
103.0	102.950743	-7.5	4.25	27.4
103.0	102.950743	-7.5	4.0	27.34
103.0	102.950743	-7.5	3.75	27.259999999999998
103.0	102.950743	-7.5	3.5	27.18
103.0	102.950743	-7.5	3.25	27.07
103.0	102.950743	-7.5	3.0	26.96
103.0	102.950743	-7.5	2.75	26.84
103.0	102.950743	-7.5	2.5	26.66
103.0	102.950743	-7.5	2.25	26.44
103.0	102.950743	-7.5	2.0	26.13
103.0	102.950743	-7.5	1.75	25.73
103.0	102.950743	-7.5	1.5	25.11
103.0	102.950743	-7.5	1.25	24.17
103.0	102.950743	-7.5	1.0	22.759999999999998
103.0	102.950743	-7.5	0.75	20.61
103.0	102.950743	-7.5	0.5	17.35
103.0	102.950743	-8.0	6.0	27.16
103.0	102.950743	-8.0	5.75	27.13
103.0	102.950743	-8.0	5.5	27.1
103.0	102.950743	-8.0	5.25	27.06
103.0	102.950743	-8.0	5.0	27.03
103.0	102.950743	-8.0	4.75	26.990000000000002
103.0	102.950743	-8.0	4.5	26.94
103.0	102.950743	-8.0	4.25	26.89
103.0	102.950743	-8.0	4.0	26.83
103.0	102.950743	-8.0	3.75	26.759999999999998
103.0	102.950743	-8.0	3.5	26.7
103.0	102.950743	-8.0	3.25	26.58
103.0	102.950743	-8.0	3.0	26.47
103.0	102.950743	-8.0	2.75	26.36
103.0	102.950743	-8.0	2.5	26.15
103.0	102.950743	-8.0	2.25	25.94
103.0	102.950743	-8.0	2.0	25.66
103.0	102.950743	-8.0	1.75	25.28
103.0	102.950743	-8.0	1.5	24.71
103.0	102.950743	-8.0	1.25	23.83
103.0	102.950743	-8.0	1.0	22.47
103.0	102.950743	-8.0	0.75	20.36
103.0	102.950743	-8.0	0.5	17.08
103.0	102.950743	-8.5	6.0	26.68
103.0	102.950743	-8.5	5.75	26.64
103.0	102.950743	-8.5	5.5	26.62
103.0	102.950743	-8.5	5.25	26.58
103.0	102.950743	-8.5	5.0	26.56
103.0	102.950743	-8.5	4.75	26.5
103.0	102.950743	-8.5	4.5	26.46
103.0	102.950743	-8.5	4.25	26.4
103.0	102.950743	-8.5	4.0	26.34
103.0	102.950743	-8.5	3.75	26.27
103.0	102.950743	-8.5	3.5	26.19
103.0	102.950743	-8.5	3.25	26.1
103.0	102.950743	-8.5	3.0	26.009999999999998
103.0	102.950743	-8.5	2.75	25.86
103.0	102.950743	-8.5	2.5	25.68
103.0	102.950743	-8.5	2.25	25.48
103.0	102.950743	-8.5	2.0	25.21
103.0	102.950743	-8.5	1.75	24.84
103.0	102.950743	-8.5	1.5	24.29
103.0	102.950743	-8.5	1.25	23.48
103.0	102.950743	-8.5	1.0	22.17
103.0	102.950743	-8.5	0.75	20.12
103.0	102.950743	-8.5	0.5	16.82
103.0	102.950743	-9.0	6.0	26.2
103.0	102.950743	-9.0	5.75	26.17
103.0	102.950743	-9.0	5.5	26.17
103.0	102.950743	-9.0	5.25	26.11
103.0	102.950743	-9.0	5.0	26.07
103.0	102.950743	-9.0	4.75	26.03
103.0	102.950743	-9.0	4.5	25.990000000000002
103.0	102.950743	-9.0	4.25	25.96
103.0	102.950743	-9.0	4.0	25.88
103.0	102.950743	-9.0	3.75	25.8
103.0	102.950743	-9.0	3.5	25.72
103.0	102.950743	-9.0	3.25	25.63
103.0	102.950743	-9.0	3.0	25.52
103.0	102.950743	-9.0	2.75	25.44
103.0	102.950743	-9.0	2.5	25.240000000000002
103.0	102.950743	-9.0	2.25	25.02
103.0	102.950743	-9.0	2.0	24.78
103.0	102.950743	-9.0	1.75	24.39
103.0	102.950743	-9.0	1.5	23.9
103.0	102.950743	-9.0	1.25	23.1
103.0	102.950743	-9.0	1.0	21.86
103.0	102.950743	-9.0	0.75	19.85
103.0	102.950743	-9.0	0.5	16.56
103.0	102.950743	-9.5	6.0	25.7
103.0	102.950743	-9.5	5.75	25.67
103.0	102.950743	-9.5	5.5	25.64
103.0	102.950743	-9.5	5.25	25.59
103.0	102.950743	-9.5	5.0	25.56
103.0	102.950743	-9.5	4.75	25.53
103.0	102.950743	-9.5	4.5	25.490000000000002
103.0	102.950743	-9.5	4.25	25.41
103.0	102.950743	-9.5	4.0	25.38
103.0	102.950743	-9.5	3.75	25.3
103.0	102.950743	-9.5	3.5	25.22
103.0	102.950743	-9.5	3.25	25.13
103.0	102.950743	-9.5	3.0	25.03
103.0	102.950743	-9.5	2.75	24.9
103.0	102.950743	-9.5	2.5	24.73
103.0	102.950743	-9.5	2.25	24.52
103.0	102.950743	-9.5	2.0	24.28
103.0	102.950743	-9.5	1.75	23.93
103.0	102.950743	-9.5	1.5	23.44
103.0	102.950743	-9.5	1.25	22.69
103.0	102.950743	-9.5	1.0	21.52
103.0	102.950743	-9.5	0.75	19.58
103.0	102.950743	-9.5	0.5	16.28
103.0	102.950743	-10.0	6.0	25.2
103.0	102.950743	-10.0	5.75	25.2
103.0	102.950743	-10.0	5.5	25.15
103.0	102.950743	-10.0	5.25	25.12
103.0	102.950743	-10.0	5.0	25.07
103.0	102.950743	-10.0	4.75	25.03
103.0	102.950743	-10.0	4.5	24.990000000000002
103.0	102.950743	-10.0	4.25	24.94
103.0	102.950743	-10.0	4.0	24.88
103.0	102.950743	-10.0	3.75	24.8
103.0	102.950743	-10.0	3.5	24.73
103.0	102.950743	-10.0	3.25	24.64
103.0	102.950743	-10.0	3.0	24.54
103.0	102.950743	-10.0	2.75	24.41
103.0	102.950743	-10.0	2.5	24.259999999999998
103.0	102.950743	-10.0	2.25	24.05
103.0	102.950743	-10.0	2.0	23.8
103.0	102.950743	-10.0	1.75	23.48
103.0	102.950743	-10.0	1.5	23.0
103.0	102.950743	-10.0	1.25	22.29
103.0	102.950743	-10.0	1.0	21.15
103.0	102.950743	-10.0	0.75	19.28
103.0	102.950743	-10.0	0.5	16.02
103.0	102.950743	-10.5	6.0	24.7
103.0	102.950743	-10.5	5.75	24.67
103.0	102.950743	-10.5	5.5	24.64
103.0	102.950743	-10.5	5.25	24.61
103.0	102.950743	-10.5	5.0	24.56
103.0	102.950743	-10.5	4.75	24.53
103.0	102.950743	-10.5	4.5	24.48
103.0	102.950743	-10.5	4.25	24.42
103.0	102.950743	-10.5	4.0	24.37
103.0	102.950743	-10.5	3.75	24.29
103.0	102.950743	-10.5	3.5	24.23
103.0	102.950743	-10.5	3.25	24.14
103.0	102.950743	-10.5	3.0	24.03
103.0	102.950743	-10.5	2.75	23.91
103.0	102.950743	-10.5	2.5	23.75
103.0	102.950743	-10.5	2.25	23.58
103.0	102.950743	-10.5	2.0	23.33
103.0	102.950743	-10.5	1.75	23.0
103.0	102.950743	-10.5	1.5	22.55
103.0	102.950743	-10.5	1.25	21.86
103.0	102.950743	-10.5	1.0	20.76
103.0	102.950743	-10.5	0.75	18.95
103.0	102.950743	-10.5	0.5	15.73
103.0	102.950743	-11.0	6.0	24.240000000000002
103.0	102.950743	-11.0	5.75	24.18
103.0	102.950743	-11.0	5.5	24.14
103.0	102.950743	-11.0	5.25	24.12
103.0	102.950743	-11.0	5.0	24.08
103.0	102.950743	-11.0	4.75	24.04
103.0	102.950743	-11.0	4.5	23.990000000000002
103.0	102.950743	-11.0	4.25	23.94
103.0	102.950743	-11.0	4.0	23.87
103.0	102.950743	-11.0	3.75	23.82
103.0	102.950743	-11.0	3.5	23.77
103.0	102.950743	-11.0	3.25	23.65
103.0	102.950743	-11.0	3.0	23.55
103.0	102.950743	-11.0	2.75	23.43
103.0	102.950743	-11.0	2.5	23.27
103.0	102.950743	-11.0	2.25	23.09
103.0	102.950743	-11.0	2.0	22.86
103.0	102.950743	-11.0	1.75	22.54
103.0	102.950743	-11.0	1.5	22.08
103.0	102.950743	-11.0	1.25	21.44
103.0	102.950743	-11.0	1.0	20.38
103.0	102.950743	-11.0	0.75	18.64
103.0	102.950743	-11.0	0.5	15.469999999999999
103.0	102.950743	-11.5	6.0	23.7
103.0	102.950743	-11.5	5.75	23.67
103.0	102.950743	-11.5	5.5	23.64
103.0	102.950743	-11.5	5.25	23.6
103.0	102.950743	-11.5	5.0	23.58
103.0	102.950743	-11.5	4.75	23.54
103.0	102.950743	-11.5	4.5	23.48
103.0	102.950743	-11.5	4.25	23.44
103.0	102.950743	-11.5	4.0	23.38
103.0	102.950743	-11.5	3.75	23.3
103.0	102.950743	-11.5	3.5	23.240000000000002
103.0	102.950743	-11.5	3.25	23.15
103.0	102.950743	-11.5	3.0	23.05
103.0	102.950743	-11.5	2.75	22.96
103.0	102.950743	-11.5	2.5	22.77
103.0	102.950743	-11.5	2.25	22.59
103.0	102.950743	-11.5	2.0	22.34
103.0	102.950743	-11.5	1.75	22.04
103.0	102.950743	-11.5	1.5	21.6
103.0	102.950743	-11.5	1.25	20.97
103.0	102.950743	-11.5	1.0	20.0
103.0	102.950743	-11.5	0.75	18.23
103.0	102.950743	-11.5	0.5	15.17
103.0	102.950743	-12.0	6.0	23.23
103.0	102.950743	-12.0	5.75	23.2
103.0	102.950743	-12.0	5.5	23.18
103.0	102.950743	-12.0	5.25	23.12
103.0	102.950743	-12.0	5.0	23.1
103.0	102.950743	-12.0	4.75	23.03
103.0	102.950743	-12.0	4.5	22.98
103.0	102.950743	-12.0	4.25	22.98
103.0	102.950743	-12.0	4.0	22.9
103.0	102.950743	-12.0	3.75	22.82
103.0	102.950743	-12.0	3.5	22.740000000000002
103.0	102.950743	-12.0	3.25	22.66
103.0	102.950743	-12.0	3.0	22.56
103.0	102.950743	-12.0	2.75	22.44
103.0	102.950743	-12.0	2.5	22.3
103.0	102.950743	-12.0	2.25	22.1
103.0	102.950743	-12.0	2.0	21.88
103.0	102.950743	-12.0	1.75	21.56
103.0	102.950743	-12.0	1.5	21.18
103.0	102.950743	-12.0	1.25	20.53
103.0	102.950743	-12.0	1.0	19.58
103.0	102.950743	-12.0	0.75	17.9
103.0	102.950743	-12.0	0.5	14.79
103.0	102.950743	-12.5	6.0	22.69
103.0	102.950743	-12.5	5.75	22.68
103.0	102.950743	-12.5	5.5	22.65
103.0	102.950743	-12.5	5.25	22.63
103.0	102.950743	-12.5	5.0	22.57
103.0	102.950743	-12.5	4.75	22.52
103.0	102.950743	-12.5	4.5	22.48
103.0	102.950743	-12.5	4.25	22.47
103.0	102.950743	-12.5	4.0	22.38
103.0	102.950743	-12.5	3.75	22.3
103.0	102.950743	-12.5	3.5	22.259999999999998
103.0	102.950743	-12.5	3.25	22.16
103.0	102.950743	-12.5	3.0	22.06
103.0	102.950743	-12.5	2.75	21.93
103.0	102.950743	-12.5	2.5	21.77
103.0	102.950743	-12.5	2.25	21.59
103.0	102.950743	-12.5	2.0	21.38
103.0	102.950743	-12.5	1.75	21.09
103.0	102.950743	-12.5	1.5	20.68
103.0	102.950743	-12.5	1.25	20.09
103.0	102.950743	-12.5	1.0	19.16
103.0	102.950743	-12.5	0.75	17.53
103.0	102.950743	-12.5	0.5	14.48
103.0	102.950743	-13.0	6.0	22.18
103.0	102.950743	-13.0	5.75	22.18
103.0	102.950743	-13.0	5.5	22.15
103.0	102.950743	-13.0	5.25	22.12
103.0	102.950743	-13.0	5.0	22.08
103.0	102.950743	-13.0	4.75	22.04
103.0	102.950743	-13.0	4.5	22.0
103.0	102.950743	-13.0	4.25	21.96
103.0	102.950743	-13.0	4.0	21.89
103.0	102.950743	-13.0	3.75	21.82
103.0	102.950743	-13.0	3.5	21.75
103.0	102.950743	-13.0	3.25	21.68
103.0	102.950743	-13.0	3.0	21.57
103.0	102.950743	-13.0	2.75	21.48
103.0	102.950743	-13.0	2.5	21.28
103.0	102.950743	-13.0	2.25	21.12
103.0	102.950743	-13.0	2.0	20.9
103.0	102.950743	-13.0	1.75	20.62
103.0	102.950743	-13.0	1.5	20.2
103.0	102.950743	-13.0	1.25	19.6
103.0	102.950743	-13.0	1.0	18.7
103.0	102.950743	-13.0	0.75	17.14
103.0	102.950743	-13.0	0.5	14.2
103.0	102.950743	-13.5	6.0	21.71
103.0	102.950743	-13.5	5.75	21.66
103.0	102.950743	-13.5	5.5	21.64
103.0	102.950743	-13.5	5.25	21.61
103.0	102.950743	-13.5	5.0	21.56
103.0	102.950743	-13.5	4.75	21.53
103.0	102.950743	-13.5	4.5	21.51
103.0	102.950743	-13.5	4.25	21.44
103.0	102.950743	-13.5	4.0	21.4
103.0	102.950743	-13.5	3.75	21.3
103.0	102.950743	-13.5	3.5	21.22
103.0	102.950743	-13.5	3.25	21.16
103.0	102.950743	-13.5	3.0	21.04
103.0	102.950743	-13.5	2.75	20.96
103.0	102.950743	-13.5	2.5	20.78
103.0	102.950743	-13.5	2.25	20.6
103.0	102.950743	-13.5	2.0	20.38
103.0	102.950743	-13.5	1.75	20.09
103.0	102.950743	-13.5	1.5	19.7
103.0	102.950743	-13.5	1.25	19.13
103.0	102.950743	-13.5	1.0	18.23
103.0	102.950743	-13.5	0.75	16.69
103.0	102.950743	-13.5	0.5	13.8
103.0	102.950743	-14.0	6.0	21.2
103.0	102.950743	-14.0	5.75	21.18
103.0	102.950743	-14.0	5.5	21.18
103.0	102.950743	-14.0	5.25	21.1
103.0	102.950743	-14.0	5.0	21.06
103.0	102.950743	-14.0	4.75	21.04
103.0	102.950743	-14.0	4.5	21.0
103.0	102.950743	-14.0	4.25	20.94
103.0	102.950743	-14.0	4.0	20.9
103.0	102.950743	-14.0	3.75	20.83
103.0	102.950743	-14.0	3.5	20.76
103.0	102.950743	-14.0	3.25	20.68
103.0	102.950743	-14.0	3.0	20.62
103.0	102.950743	-14.0	2.75	20.44
103.0	102.950743	-14.0	2.5	20.32
103.0	102.950743	-14.0	2.25	20.13
103.0	102.950743	-14.0	2.0	19.92
103.0	102.950743	-14.0	1.75	19.62
103.0	102.950743	-14.0	1.5	19.23
103.0	102.950743	-14.0	1.25	18.68
103.0	102.950743	-14.0	1.0	17.8
103.0	102.950743	-14.0	0.75	16.3
103.0	102.950743	-14.0	0.5	13.48
103.0	102.950743	-14.5	6.0	20.68
103.0	102.950743	-14.5	5.75	20.68
103.0	102.950743	-14.5	5.5	20.63
103.0	102.950743	-14.5	5.25	20.62
103.0	102.950743	-14.5	5.0	20.58
103.0	102.950743	-14.5	4.75	20.55
103.0	102.950743	-14.5	4.5	20.49
103.0	102.950743	-14.5	4.25	20.43
103.0	102.950743	-14.5	4.0	20.38
103.0	102.950743	-14.5	3.75	20.32
103.0	102.950743	-14.5	3.5	20.27
103.0	102.950743	-14.5	3.25	20.17
103.0	102.950743	-14.5	3.0	20.06
103.0	102.950743	-14.5	2.75	19.94
103.0	102.950743	-14.5	2.5	19.81
103.0	102.950743	-14.5	2.25	19.62
103.0	102.950743	-14.5	2.0	19.41
103.0	102.950743	-14.5	1.75	19.13
103.0	102.950743	-14.5	1.5	18.73
103.0	102.950743	-14.5	1.25	18.21
103.0	102.950743	-14.5	1.0	17.34
103.0	102.950743	-14.5	0.75	15.879999999999999
103.0	102.950743	-14.5	0.5	13.01
103.0	102.950743	-15.0	6.0	20.22
103.0	102.950743	-15.0	5.75	20.21
103.0	102.950743	-15.0	5.5	20.14
103.0	102.950743	-15.0	5.25	20.11
103.0	102.950743	-15.0	5.0	20.05
103.0	102.950743	-15.0	4.75	20.04
103.0	102.950743	-15.0	4.5	20.0
103.0	102.950743	-15.0	4.25	19.97
103.0	102.950743	-15.0	4.0	19.91
103.0	102.950743	-15.0	3.75	19.86
103.0	102.950743	-15.0	3.5	19.75
103.0	102.950743	-15.0	3.25	19.64
103.0	102.950743	-15.0	3.0	19.57
103.0	102.950743	-15.0	2.75	19.44
103.0	102.950743	-15.0	2.5	19.27
103.0	102.950743	-15.0	2.25	19.15
103.0	102.950743	-15.0	2.0	18.9
103.0	102.950743	-15.0	1.75	18.64
103.0	102.950743	-15.0	1.5	18.26
103.0	102.950743	-15.0	1.25	17.69
103.0	102.950743	-15.0	1.0	16.88
103.0	102.950743	-15.0	0.75	15.42
103.0	102.950743	-15.0	0.5	12.64
103.0	102.950743	-15.5	6.0	19.72
103.0	102.950743	-15.5	5.75	19.67
103.0	102.950743	-15.5	5.5	19.64
103.0	102.950743	-15.5	5.25	19.63
103.0	102.950743	-15.5	5.0	19.61
103.0	102.950743	-15.5	4.75	19.55
103.0	102.950743	-15.5	4.5	19.5
103.0	102.950743	-15.5	4.25	19.43
103.0	102.950743	-15.5	4.0	19.38
103.0	102.950743	-15.5	3.75	19.34
103.0	102.950743	-15.5	3.5	19.26
103.0	102.950743	-15.5	3.25	19.17
